Date,Close,High,Low,Open,Volume
2016-01-28,"5,810.00","5,820.00","5,720.00","5,750.00","13,917"
2016-01-27,"5,750.00","6,000.00","5,750.00","5,980.00","37,400"
2016-01-26,"5,920.00","5,990.00","5,830.00","5,990.00","26,760"
2016-01-25,"6,030.00","6,050.00","5,840.00","5,900.00","33,954"
2016-01-22,"5,900.00","5,920.00","5,780.00","5,780.00","15,901"
2016-01-21,"5,860.00","5,950.00","5,710.00","5,890.00","49,493"
2016-01-20,"5,860.00","6,080.00","5,800.00","6,000.00","45,708"
2016-01-19,"6,060.00","6,100.00","5,940.00","6,030.00","25,826"
2016-01-18,"6,030.00","6,080.00","5,950.00","5,970.00","16,970"
2016-01-15,"6,040.00","6,190.00","5,970.00","6,050.00","38,691"
2016-01-14,"6,050.00","6,090.00","5,940.00","6,070.00","41,431"
2016-01-13,"6,200.00","6,200.00","5,940.00","5,940.00","51,778"
2016-01-12,"5,940.00","6,100.00","5,900.00","6,000.00","56,631"
2016-01-11,"6,040.00","6,220.00","5,990.00","6,160.00","63,699"
2016-01-08,"6,150.00","6,150.00","5,970.00","6,120.00","50,909"
2016-01-07,"6,240.00","6,320.00","6,070.00","6,300.00","61,403"
2016-01-06,"6,300.00","6,470.00","6,180.00","6,430.00","61,046"
2016-01-05,"6,410.00","6,490.00","6,280.00","6,280.00","36,998"
2016-01-04,"6,430.00","6,610.00","6,350.00","6,370.00","84,046"
2015-12-30,"6,350.00","6,410.00","6,250.00","6,350.00","50,854"
2015-12-29,"6,350.00","6,410.00","6,210.00","6,210.00","50,742"
2015-12-28,"6,210.00","6,600.00","6,190.00","6,540.00","104,908"
2015-12-24,"6,500.00","6,700.00","6,340.00","6,340.00","140,515"
2015-12-23,"6,270.00","6,480.00","6,260.00","6,300.00","59,268"
2015-12-22,"6,350.00","6,430.00","6,250.00","6,430.00","41,414"
2015-12-21,"6,390.00","6,390.00","6,260.00","6,260.00","27,811"
2015-12-18,"6,350.00","6,550.00","6,210.00","6,310.00","87,920"
2015-12-17,"6,310.00","6,330.00","6,000.00","6,000.00","60,417"
2015-12-16,"6,000.00","6,090.00","5,930.00","5,930.00","38,210"
2015-12-15,"5,920.00","6,000.00","5,860.00","5,930.00","29,174"
2015-12-14,"5,910.00","6,050.00","5,860.00","5,970.00","74,329"
2015-12-11,"6,080.00","6,310.00","6,000.00","6,170.00","53,179"
2015-12-10,"6,140.00","6,600.00","6,050.00","6,050.00","252,163"
2015-12-09,"5,930.00","6,050.00","5,830.00","5,990.00","31,606"
2015-12-08,"5,930.00","6,020.00","5,830.00","5,930.00","55,922"
2015-12-07,"6,020.00","6,130.00","5,980.00","6,080.00","15,233"
2015-12-04,"6,070.00","6,110.00","5,950.00","5,950.00","35,070"
2015-12-03,"6,100.00","6,130.00","6,000.00","6,000.00","29,198"
2015-12-02,"6,130.00","6,210.00","6,010.00","6,100.00","36,118"
2015-12-01,"6,170.00","6,180.00","6,050.00","6,090.00","18,991"
2015-11-30,"6,080.00","6,230.00","6,080.00","6,230.00","26,395"
2015-11-27,"6,230.00","6,240.00","6,150.00","6,160.00","29,116"
2015-11-26,"6,220.00","6,260.00","6,140.00","6,260.00","30,139"
2015-11-25,"6,210.00","6,270.00","6,180.00","6,250.00","20,897"
2015-11-24,"6,220.00","6,280.00","6,140.00","6,210.00","22,073"
2015-11-23,"6,210.00","6,260.00","6,150.00","6,150.00","35,503"
2015-11-20,"6,160.00","6,210.00","6,020.00","6,030.00","45,642"
2015-11-19,"6,060.00","6,190.00","5,980.00","6,110.00","89,648"
2015-11-18,"6,100.00","6,200.00","6,030.00","6,090.00","38,725"
2015-11-17,"6,090.00","6,090.00","5,860.00","6,010.00","39,077"
2015-11-16,"5,950.00","6,100.00","5,860.00","5,950.00","42,608"
2015-11-13,"6,100.00","6,200.00","6,050.00","6,070.00","79,874"
2015-11-12,"6,220.00","6,520.00","6,180.00","6,420.00","87,376"
2015-11-11,"6,420.00","6,500.00","6,330.00","6,330.00","28,901"
2015-11-10,"6,420.00","6,850.00","6,350.00","6,850.00","115,266"
2015-11-09,"6,790.00","7,000.00","6,720.00","6,970.00","103,883"
2015-11-06,"6,860.00","6,900.00","6,470.00","6,550.00","139,981"
2015-11-05,"6,550.00","6,590.00","6,370.00","6,540.00","41,081"
2015-11-04,"6,530.00","6,590.00","6,350.00","6,500.00","32,251"
2015-11-03,"6,500.00","6,540.00","6,330.00","6,330.00","63,648"
2015-11-02,"6,300.00","6,480.00","6,150.00","6,480.00","122,617"
2015-10-30,"6,440.00","6,840.00","6,210.00","6,830.00","124,573"
2015-10-29,"6,830.00","7,060.00","6,740.00","6,850.00","82,186"
2015-10-28,"6,850.00","6,850.00","6,600.00","6,740.00","58,925"
2015-10-27,"6,740.00","6,960.00","6,730.00","6,840.00","41,600"
2015-10-26,"6,910.00","6,910.00","6,670.00","6,750.00","60,305"
2015-10-23,"6,800.00","7,300.00","6,790.00","6,980.00","359,005"
2015-10-22,"6,850.00","6,880.00","6,610.00","6,800.00","68,490"
2015-10-21,"6,780.00","7,140.00","6,640.00","6,670.00","242,009"
2015-10-20,"6,650.00","6,750.00","6,590.00","6,650.00","37,707"
2015-10-19,"6,660.00","6,690.00","6,410.00","6,450.00","113,446"
2015-10-16,"6,430.00","6,590.00","6,350.00","6,430.00","90,972"
2015-10-15,"6,400.00","6,430.00","6,250.00","6,300.00","25,268"
2015-10-14,"6,300.00","6,340.00","6,250.00","6,300.00","31,825"
2015-10-13,"6,340.00","6,370.00","6,260.00","6,370.00","43,671"
2015-10-12,"6,370.00","6,400.00","6,280.00","6,340.00","23,801"
2015-10-08,"6,340.00","6,440.00","6,260.00","6,270.00","39,038"
2015-10-07,"6,270.00","6,420.00","6,250.00","6,390.00","74,044"
2015-10-06,"6,390.00","6,790.00","6,390.00","6,790.00","97,428"
2015-10-05,"6,730.00","6,930.00","6,660.00","6,780.00","51,851"
2015-10-02,"6,730.00","6,860.00","6,570.00","6,630.00","120,856"
2015-10-01,"6,620.00","6,660.00","6,500.00","6,620.00","36,349"
2015-09-30,"6,620.00","6,700.00","6,300.00","6,410.00","83,629"
2015-09-25,"6,530.00","6,540.00","6,380.00","6,400.00","30,749"
2015-09-24,"6,390.00","6,650.00","6,320.00","6,320.00","42,901"
2015-09-23,"6,390.00","6,600.00","6,380.00","6,490.00","49,457"
2015-09-22,"6,500.00","6,750.00","6,450.00","6,490.00","94,905"
2015-09-21,"6,510.00","6,520.00","6,300.00","6,390.00","86,513"
2015-09-18,"6,390.00","6,550.00","6,230.00","6,280.00","74,538"
2015-09-17,"6,280.00","6,390.00","6,210.00","6,330.00","74,265"
2015-09-16,"6,290.00","6,490.00","6,240.00","6,350.00","63,533"
2015-09-15,"6,380.00","6,380.00","6,170.00","6,280.00","70,875"
2015-09-14,"6,290.00","6,490.00","6,190.00","6,200.00","121,933"
2015-09-11,"6,200.00","6,340.00","6,010.00","6,010.00","147,465"
2015-09-10,"6,050.00","6,110.00","5,870.00","5,910.00","41,344"
2015-09-09,"5,930.00","5,960.00","5,850.00","5,860.00","18,929"
2015-09-08,"5,840.00","6,050.00","5,750.00","5,960.00","47,177"
2015-09-07,"6,020.00","6,050.00","5,920.00","5,970.00","21,619"
2015-09-04,"5,990.00","6,250.00","5,980.00","6,210.00","62,389"
2015-09-03,"6,190.00","6,390.00","6,160.00","6,250.00","96,040"
2015-09-02,"6,180.00","6,300.00","5,850.00","6,020.00","96,824"
2015-09-01,"6,030.00","6,210.00","6,010.00","6,140.00","69,689"
2015-08-31,"6,130.00","6,200.00","5,900.00","5,980.00","108,138"
2015-08-28,"6,020.00","6,060.00","5,840.00","5,930.00","65,656"
2015-08-27,"5,900.00","5,910.00","5,660.00","5,800.00","70,654"
2015-08-26,"5,750.00","5,800.00","5,400.00","5,470.00","68,869"
2015-08-25,"5,470.00","5,580.00","5,220.00","5,320.00","63,194"
2015-08-24,"5,350.00","5,520.00","5,130.00","5,210.00","95,507"
2015-08-21,"5,460.00","5,630.00","5,400.00","5,600.00","114,015"
2015-08-20,"5,800.00","5,950.00","5,740.00","5,800.00","58,456"
2015-08-19,"5,950.00","6,150.00","5,730.00","5,980.00","149,542"
2015-08-18,"6,210.00","6,500.00","6,060.00","6,100.00","257,134"
2015-08-17,"6,120.00","6,160.00","6,000.00","6,130.00","35,957"
2015-08-13,"6,100.00","6,210.00","5,960.00","6,000.00","77,986"
2015-08-12,"6,040.00","6,160.00","5,870.00","6,130.00","83,645"
2015-08-11,"6,130.00","6,370.00","6,110.00","6,370.00","59,684"
2015-08-10,"6,310.00","6,350.00","6,170.00","6,310.00","63,611"
2015-08-07,"6,300.00","6,570.00","6,200.00","6,200.00","322,946"
2015-08-06,"6,100.00","6,130.00","6,050.00","6,050.00","36,210"
2015-08-05,"6,090.00","6,150.00","6,020.00","6,070.00","53,979"
2015-08-04,"6,050.00","6,050.00","5,680.00","5,690.00","80,077"
2015-08-03,"5,670.00","5,900.00","5,660.00","5,710.00","53,048"
2015-07-31,"5,700.00","5,980.00","5,640.00","5,890.00","81,039"
2015-07-30,"5,870.00","6,130.00","5,870.00","5,990.00","79,980"
2015-07-29,"5,990.00","6,210.00","5,920.00","6,000.00","40,150"
2015-07-28,"6,010.00","6,040.00","5,840.00","5,940.00","51,956"
2015-07-27,"6,060.00","6,240.00","6,010.00","6,060.00","66,695"
2015-07-24,"6,040.00","6,160.00","6,000.00","6,130.00","41,923"
2015-07-23,"6,130.00","6,350.00","6,000.00","6,010.00","77,827"
2015-07-22,"6,010.00","6,100.00","5,930.00","6,100.00","38,047"
2015-07-21,"6,100.00","6,260.00","6,060.00","6,110.00","43,538"
2015-07-20,"6,140.00","6,290.00","5,980.00","6,000.00","90,877"
2015-07-17,"6,000.00","6,020.00","5,780.00","5,890.00","84,836"
2015-07-16,"5,890.00","5,990.00","5,760.00","5,860.00","59,677"
2015-07-15,"5,860.00","5,960.00","5,790.00","5,910.00","33,927"
2015-07-14,"5,900.00","5,950.00","5,830.00","5,840.00","72,222"
2015-07-13,"5,790.00","5,790.00","5,790.00","5,830.00","90,965"
2015-07-10,"5,760.00","5,850.00","5,570.00","5,590.00","93,436"
2015-07-09,"5,590.00","5,770.00","5,500.00","5,560.00","71,784"
2015-07-08,"5,560.00","5,710.00","5,400.00","5,440.00","70,092"
2015-07-07,"5,400.00","5,530.00","5,330.00","5,490.00","59,800"
2015-07-06,"5,490.00","5,500.00","5,370.00","5,380.00","68,051"
2015-07-03,"5,500.00","5,640.00","5,500.00","5,570.00","37,440"
2015-07-02,"5,600.00","5,630.00","5,520.00","5,600.00","52,985"
2015-07-01,"5,580.00","5,640.00","5,430.00","5,550.00","62,802"
2015-06-30,"5,490.00","5,530.00","5,330.00","5,370.00","37,044"
2015-06-29,"5,470.00","5,690.00","5,380.00","5,670.00","104,381"
2015-06-26,"5,750.00","5,910.00","5,750.00","5,850.00","94,558"
2015-06-25,"5,850.00","5,950.00","5,830.00","5,940.00","54,944"
2015-06-24,"5,920.00","5,990.00","5,860.00","5,910.00","86,769"
2015-06-23,"5,880.00","5,960.00","5,740.00","5,830.00","90,351"
2015-06-22,"5,780.00","5,860.00","5,730.00","5,730.00","66,279"
2015-06-19,"5,760.00","5,820.00","5,540.00","5,680.00","74,982"
2015-06-18,"5,690.00","5,780.00","5,620.00","5,720.00","25,781"
2015-06-17,"5,720.00","5,850.00","5,630.00","5,760.00","30,359"
2015-06-16,"5,680.00","5,770.00","5,610.00","5,700.00","40,792"
2015-06-15,"5,780.00","5,800.00","5,600.00","5,640.00","84,327"
2015-06-12,"5,780.00","6,000.00","5,710.00","5,980.00","68,186"
2015-06-11,"5,920.00","6,040.00","5,870.00","5,900.00","88,842"
2015-06-10,"5,870.00","6,010.00","5,860.00","5,980.00","65,926"
2015-06-09,"5,880.00","6,000.00","5,800.00","5,820.00","73,904"
2015-06-08,"5,820.00","5,910.00","5,720.00","5,720.00","85,992"
2015-06-05,"5,800.00","5,890.00","5,660.00","5,790.00","75,454"
2015-06-04,"5,890.00","5,910.00","5,600.00","5,700.00","75,728"
2015-06-03,"5,690.00","5,810.00","5,660.00","5,810.00","63,308"
2015-06-02,"5,800.00","5,930.00","5,740.00","5,920.00","105,625"
2015-06-01,"5,910.00","6,050.00","5,790.00","5,800.00","114,591"
2015-05-29,"5,800.00","5,960.00","5,790.00","5,890.00","74,205"
2015-05-28,"5,880.00","5,960.00","5,760.00","5,820.00","75,794"
2015-05-27,"5,810.00","6,100.00","5,790.00","6,100.00","172,727"
2015-05-26,"6,080.00","6,180.00","5,980.00","6,130.00","107,342"
2015-05-22,"6,120.00","6,140.00","6,000.00","6,010.00","108,058"
2015-05-21,"6,010.00","6,190.00","5,970.00","6,160.00","208,538"
2015-05-20,"6,170.00","6,270.00","5,990.00","6,250.00","322,236"
2015-05-19,"6,120.00","6,810.00","6,060.00","6,720.00","386,941"
2015-05-18,"6,700.00","7,040.00","6,600.00","7,020.00","203,058"
2015-05-15,"7,020.00","7,280.00","6,940.00","6,990.00","302,537"
2015-05-14,"6,940.00","6,990.00","6,820.00","6,960.00","161,899"
2015-05-13,"6,940.00","7,200.00","6,700.00","7,100.00","373,416"
2015-05-12,"6,780.00","7,070.00","6,680.00","6,900.00","186,755"
2015-05-11,"6,910.00","7,400.00","6,880.00","7,170.00","263,342"
2015-05-08,"7,030.00","7,230.00","6,520.00","6,550.00","520,318"
2015-05-07,"6,490.00","6,590.00","6,300.00","6,480.00","125,287"
2015-05-06,"6,520.00","6,860.00","6,440.00","6,860.00","224,222"
2015-05-04,"6,890.00","7,050.00","6,660.00","6,790.00","347,918"
2015-04-30,"6,750.00","6,820.00","6,490.00","6,630.00","248,862"
2015-04-29,"6,690.00","6,690.00","6,190.00","6,290.00","578,065"
2015-04-28,"6,120.00","6,410.00","6,100.00","6,180.00","133,121"
2015-04-27,"6,170.00","6,190.00","6,000.00","6,060.00","45,328"
2015-04-24,"6,070.00","6,240.00","6,010.00","6,110.00","82,529"
2015-04-23,"6,090.00","6,580.00","6,000.00","6,110.00","354,070"
2015-04-22,"6,090.00","6,350.00","5,910.00","6,290.00","131,594"
2015-04-21,"6,200.00","6,250.00","5,960.00","6,070.00","126,001"
2015-04-20,"5,950.00","6,090.00","5,920.00","6,040.00","73,319"
2015-04-17,"6,130.00","6,360.00","6,130.00","6,160.00","95,030"
2015-04-16,"6,150.00","6,210.00","6,000.00","6,130.00","52,159"
2015-04-15,"6,100.00","6,130.00","5,870.00","5,960.00","87,221"
2015-04-14,"5,950.00","6,250.00","5,900.00","6,210.00","127,507"
2015-04-13,"6,230.00","6,600.00","6,180.00","6,260.00","149,116"
2015-04-10,"6,220.00","6,310.00","6,150.00","6,250.00","145,092"
2015-04-09,"6,220.00","6,520.00","5,620.00","5,660.00","782,250"
2015-04-08,"5,670.00","5,680.00","5,590.00","5,630.00","34,685"
2015-04-07,"5,630.00","5,760.00","5,560.00","5,720.00","44,379"
2015-04-06,"5,680.00","5,740.00","5,450.00","5,500.00","119,762"
2015-04-03,"5,490.00","5,490.00","5,410.00","5,420.00","19,055"
2015-04-02,"5,420.00","5,520.00","5,390.00","5,460.00","48,366"
2015-04-01,"5,480.00","5,600.00","5,450.00","5,480.00","38,110"
2015-03-31,"5,460.00","5,510.00","5,390.00","5,400.00","23,473"
2015-03-30,"5,450.00","5,470.00","5,360.00","5,470.00","23,913"
2015-03-27,"5,380.00","5,470.00","5,320.00","5,420.00","33,221"
2015-03-26,"5,420.00","5,550.00","5,380.00","5,540.00","32,452"
2015-03-25,"5,490.00","5,570.00","5,470.00","5,500.00","32,873"
2015-03-24,"5,510.00","5,600.00","5,510.00","5,600.00","31,995"
2015-03-23,"5,570.00","5,650.00","5,550.00","5,650.00","40,943"
2015-03-20,"5,660.00","5,770.00","5,510.00","5,510.00","89,712"
2015-03-19,"5,540.00","5,570.00","5,460.00","5,560.00","30,887"
2015-03-18,"5,510.00","5,710.00","5,500.00","5,710.00","33,790"
2015-03-17,"5,620.00","5,700.00","5,440.00","5,490.00","80,717"
2015-03-16,"5,400.00","5,460.00","5,350.00","5,370.00","38,698"
2015-03-13,"5,380.00","5,470.00","5,340.00","5,370.00","47,658"
2015-03-12,"5,340.00","5,430.00","5,320.00","5,430.00","41,534"
2015-03-11,"5,360.00","5,390.00","5,270.00","5,360.00","45,967"
2015-03-10,"5,390.00","5,500.00","5,350.00","5,490.00","58,850"
2015-03-09,"5,480.00","5,640.00","5,470.00","5,590.00","25,194"
2015-03-06,"5,580.00","5,710.00","5,530.00","5,680.00","29,682"
2015-03-05,"5,650.00","5,720.00","5,610.00","5,610.00","20,300"
2015-03-04,"5,620.00","5,760.00","5,400.00","5,470.00","118,070"
2015-03-03,"5,470.00","5,590.00","5,470.00","5,560.00","52,717"
2015-03-02,"5,510.00","5,680.00","5,460.00","5,620.00","83,126"
2015-02-27,"5,580.00","5,680.00","5,430.00","5,480.00","72,164"
2015-02-26,"5,480.00","5,490.00","5,400.00","5,480.00","32,131"
2015-02-25,"5,430.00","5,530.00","5,400.00","5,460.00","47,724"
2015-02-24,"5,470.00","5,500.00","5,390.00","5,390.00","53,625"
2015-02-23,"5,390.00","5,470.00","5,300.00","5,420.00","38,916"
2015-02-17,"5,350.00","5,390.00","5,200.00","5,360.00","85,500"
2015-02-16,"5,340.00","5,500.00","5,240.00","5,290.00","94,179"
2015-02-13,"5,220.00","5,390.00","5,190.00","5,300.00","85,038"
2015-02-12,"5,340.00","5,750.00","5,260.00","5,520.00","127,087"
2015-02-11,"5,520.00","5,550.00","5,430.00","5,520.00","40,031"
2015-02-10,"5,520.00","5,760.00","5,410.00","5,590.00","88,541"
2015-02-09,"5,600.00","5,890.00","5,330.00","5,330.00","327,903"
2015-02-06,"5,270.00","5,310.00","5,100.00","5,130.00","50,200"
2015-02-05,"5,110.00","5,210.00","5,050.00","5,130.00","30,123"
2015-02-04,"5,130.00","5,170.00","5,030.00","5,120.00","32,260"
2015-02-03,"5,110.00","5,200.00","5,020.00","5,150.00","28,736"
2015-02-02,"5,150.00","5,260.00","5,120.00","5,130.00","34,697"
2015-01-30,"5,100.00","5,150.00","5,050.00","5,080.00","26,096"
2015-01-29,"5,070.00","5,230.00","5,070.00","5,140.00","37,993"
2015-01-28,"5,190.00","5,310.00","5,080.00","5,140.00","48,707"
2015-01-27,"5,140.00","5,160.00","5,000.00","5,080.00","56,671"
2015-01-26,"5,110.00","5,200.00","5,050.00","5,170.00","43,990"
2015-01-23,"5,180.00","5,290.00","5,130.00","5,290.00","24,832"
2015-01-22,"5,190.00","5,330.00","5,160.00","5,270.00","45,751"
2015-01-21,"5,270.00","5,420.00","5,180.00","5,330.00","43,360"
2015-01-20,"5,360.00","5,510.00","5,290.00","5,340.00","56,604"
2015-01-19,"5,340.00","5,420.00","5,250.00","5,360.00","35,267"
2015-01-16,"5,360.00","5,460.00","5,190.00","5,260.00","96,370"
2015-01-15,"5,240.00","5,260.00","5,130.00","5,150.00","42,614"
2015-01-14,"5,170.00","5,240.00","5,110.00","5,210.00","23,841"
2015-01-13,"5,190.00","5,230.00","5,010.00","5,080.00","64,816"
2015-01-12,"5,120.00","5,210.00","4,985.00","5,210.00","32,178"
2015-01-09,"5,160.00","5,180.00","5,080.00","5,080.00","25,098"
2015-01-08,"5,100.00","5,190.00","5,080.00","5,180.00","46,038"
2015-01-07,"5,130.00","5,210.00","5,110.00","5,110.00","49,639"
2015-01-06,"5,050.00","5,050.00","4,935.00","4,965.00","17,734"
2015-01-05,"4,985.00","5,000.00","4,910.00","4,995.00","15,155"
2015-01-02,"4,990.00","5,060.00","4,930.00","4,980.00","14,605"
2014-12-30,"4,980.00","5,010.00","4,915.00","4,915.00","5,993"
2014-12-29,"4,915.00","5,060.00","4,915.00","5,060.00","18,015"
2014-12-26,"5,020.00","5,120.00","4,940.00","5,120.00","19,185"
2014-12-24,"5,070.00","5,210.00","4,915.00","4,945.00","31,728"
2014-12-23,"4,945.00","4,990.00","4,905.00","4,930.00","14,030"
2014-12-22,"4,940.00","5,050.00","4,930.00","5,000.00","22,763"
2014-12-19,"5,000.00","5,070.00","4,975.00","5,010.00","12,247"
2014-12-18,"5,010.00","5,190.00","4,920.00","5,160.00","42,490"
2014-12-17,"5,130.00","5,240.00","5,130.00","5,160.00","29,783"
2014-12-16,"5,190.00","5,380.00","5,120.00","5,210.00","93,908"
2014-12-15,"5,190.00","5,210.00","5,030.00","5,180.00","18,225"
2014-12-12,"5,190.00","5,210.00","5,070.00","5,140.00","35,053"
2014-12-11,"5,110.00","5,250.00","5,090.00","5,140.00","34,765"
2014-12-10,"5,190.00","5,340.00","4,860.00","4,890.00","134,575"
2014-12-09,"4,890.00","4,890.00","4,800.00","4,840.00","22,161"
2014-12-08,"4,840.00","4,850.00","4,760.00","4,765.00","14,514"
2014-12-05,"4,790.00","4,810.00","4,710.00","4,710.00","12,993"
2014-12-04,"4,790.00","4,800.00","4,705.00","4,800.00","8,135"
2014-12-03,"4,800.00","4,800.00","4,645.00","4,780.00","13,011"
2014-12-02,"4,780.00","4,780.00","4,550.00","4,700.00","31,658"
2014-12-01,"4,790.00","4,860.00","4,710.00","4,770.00","26,804"
2014-11-28,"4,855.00","4,880.00","4,750.00","4,810.00","19,885"
2014-11-27,"4,850.00","4,900.00","4,800.00","4,900.00","16,776"
2014-11-26,"4,865.00","4,900.00","4,820.00","4,875.00","15,394"
2014-11-25,"4,840.00","4,865.00","4,800.00","4,855.00","15,696"
2014-11-24,"4,820.00","4,840.00","4,790.00","4,825.00","10,050"
2014-11-21,"4,810.00","4,960.00","4,750.00","4,750.00","10,770"
2014-11-20,"4,800.00","4,850.00","4,730.00","4,850.00","15,685"
2014-11-19,"4,850.00","4,855.00","4,785.00","4,785.00","10,452"
2014-11-18,"4,785.00","4,865.00","4,770.00","4,850.00","16,601"
2014-11-17,"4,870.00","4,880.00","4,755.00","4,790.00","32,887"
2014-11-14,"4,880.00","4,905.00","4,840.00","4,840.00","9,230"
2014-11-13,"4,885.00","4,930.00","4,835.00","4,930.00","9,038"
2014-11-12,"4,890.00","4,900.00","4,860.00","4,900.00","3,124"
2014-11-11,"4,880.00","4,960.00","4,770.00","4,770.00","24,553"
2014-11-10,"4,770.00","4,785.00","4,700.00","4,740.00","2,734"
2014-11-07,"4,740.00","4,740.00","4,645.00","4,710.00","2,516"
2014-11-06,"4,715.00","4,810.00","4,625.00","4,755.00","15,563"
2014-11-05,"4,750.00","4,805.00","4,605.00","4,605.00","32,391"
2014-11-04,"4,720.00","4,845.00","4,650.00","4,800.00","20,798"
2014-11-03,"4,800.00","4,920.00","4,795.00","4,905.00","20,317"
2014-10-31,"4,920.00","4,950.00","4,850.00","4,950.00","25,956"
2014-10-30,"4,950.00","5,010.00","4,910.00","4,985.00","11,631"
2014-10-29,"4,965.00","5,000.00","4,895.00","4,935.00","14,910"
2014-10-28,"4,970.00","4,995.00","4,845.00","4,910.00","22,126"
2014-10-27,"4,920.00","4,920.00","4,800.00","4,820.00","26,282"
2014-10-24,"4,850.00","4,925.00","4,795.00","4,805.00","26,346"
2014-10-23,"4,835.00","4,880.00","4,795.00","4,795.00","18,705"
2014-10-22,"4,795.00","4,900.00","4,795.00","4,830.00","17,877"
2014-10-21,"4,850.00","4,900.00","4,810.00","4,850.00","16,248"
2014-10-20,"4,880.00","5,080.00","4,840.00","5,080.00","28,057"
2014-10-17,"4,960.00","4,970.00","4,790.00","4,790.00","45,754"
2014-10-16,"4,855.00","4,855.00","4,610.00","4,730.00","47,469"
2014-10-15,"4,730.00","4,790.00","4,645.00","4,710.00","46,841"
2014-10-14,"4,740.00","4,745.00","4,455.00","4,455.00","57,240"
2014-10-13,"4,650.00","4,940.00","4,595.00","4,935.00","107,376"
2014-10-10,"5,040.00","5,310.00","4,985.00","5,240.00","127,515"
2014-10-08,"5,350.00","5,350.00","5,250.00","5,260.00","10,540"
2014-10-07,"5,260.00","5,370.00","5,230.00","5,310.00","22,429"
2014-10-06,"5,380.00","5,430.00","5,250.00","5,390.00","11,879"
2014-10-02,"5,370.00","5,430.00","5,270.00","5,350.00","21,522"
2014-10-01,"5,440.00","5,540.00","5,340.00","5,500.00","69,683"
2014-09-30,"5,500.00","5,550.00","5,450.00","5,510.00","21,981"
2014-09-29,"5,550.00","5,610.00","5,520.00","5,540.00","15,205"
2014-09-26,"5,610.00","5,610.00","5,510.00","5,580.00","29,372"
2014-09-25,"5,610.00","5,670.00","5,570.00","5,670.00","26,792"
2014-09-24,"5,670.00","5,670.00","5,510.00","5,660.00","41,191"
2014-09-23,"5,670.00","5,750.00","5,620.00","5,750.00","11,532"
2014-09-22,"5,730.00","5,800.00","5,720.00","5,750.00","33,867"
2014-09-19,"5,800.00","5,860.00","5,720.00","5,850.00","24,602"
2014-09-18,"5,850.00","5,890.00","5,800.00","5,890.00","21,833"
2014-09-17,"5,890.00","5,910.00","5,820.00","5,840.00","39,798"
2014-09-16,"5,840.00","5,850.00","5,760.00","5,850.00","24,535"
2014-09-15,"5,810.00","5,850.00","5,730.00","5,760.00","28,139"
2014-09-12,"5,760.00","5,790.00","5,680.00","5,730.00","21,907"
2014-09-11,"5,780.00","5,820.00","5,670.00","5,800.00","21,825"
2014-09-05,"5,750.00","5,750.00","5,600.00","5,690.00","45,993"
2014-09-04,"5,690.00","5,830.00","5,630.00","5,750.00","50,836"
2014-09-03,"5,780.00","5,930.00","5,760.00","5,930.00","55,002"
2014-09-02,"5,930.00","5,960.00","5,830.00","5,920.00","35,116"
2014-09-01,"5,920.00","5,980.00","5,790.00","5,980.00","46,471"
2014-08-29,"5,980.00","6,050.00","5,720.00","6,000.00","129,386"
2014-08-28,"5,790.00","5,940.00","5,470.00","5,470.00","158,098"
2014-08-27,"5,520.00","5,570.00","5,430.00","5,440.00","29,893"
2014-08-26,"5,440.00","5,470.00","5,360.00","5,440.00","20,824"
2014-08-25,"5,440.00","5,500.00","4,710.00","5,470.00","26,102"
2014-08-22,"5,470.00","5,510.00","5,410.00","5,430.00","15,634"
2014-08-21,"5,440.00","5,530.00","5,390.00","5,390.00","17,163"
2014-08-20,"5,420.00","5,460.00","5,330.00","5,330.00","20,625"
2014-08-19,"5,380.00","5,420.00","5,250.00","5,270.00","24,347"
2014-08-18,"5,300.00","5,580.00","5,300.00","5,470.00","67,531"
2014-08-14,"5,540.00","5,630.00","5,440.00","5,570.00","25,215"
2014-08-13,"5,570.00","5,660.00","5,490.00","5,580.00","71,386"
2014-08-12,"5,650.00","5,670.00","5,580.00","5,610.00","12,740"
2014-08-11,"5,630.00","5,680.00","5,570.00","5,630.00","20,891"
2014-08-08,"5,630.00","5,660.00","5,530.00","5,620.00","28,930"
2014-08-07,"5,640.00","5,760.00","5,640.00","5,750.00","13,115"
2014-08-06,"5,700.00","5,720.00","5,610.00","5,650.00","20,494"
2014-08-05,"5,640.00","5,700.00","5,600.00","5,640.00","20,598"
2014-08-04,"5,640.00","5,720.00","5,630.00","5,640.00","34,463"
2014-08-01,"5,700.00","5,700.00","5,570.00","5,580.00","22,484"
2014-07-31,"5,700.00","5,820.00","5,620.00","5,740.00","51,770"
2014-07-30,"5,790.00","5,810.00","5,720.00","5,790.00","15,682"
2014-07-29,"5,800.00","5,870.00","5,690.00","5,850.00","41,342"
2014-07-28,"5,870.00","5,920.00","5,800.00","5,920.00","23,445"
2014-07-25,"5,900.00","5,910.00","5,820.00","5,830.00","21,618"
2014-07-24,"5,860.00","5,960.00","5,790.00","5,920.00","43,831"
2014-07-23,"5,920.00","5,940.00","5,840.00","5,930.00","50,102"
2014-07-22,"5,940.00","5,940.00","5,690.00","5,830.00","53,154"
2014-07-21,"5,820.00","5,870.00","5,780.00","5,800.00","31,407"
